0 0.309072 0.00536591
1 0.128459 0.195141
2 0.773265 0.167304
3 0.467626 0.220639
4 0.730143 0.174654
5 0.103511 0.214161
6 0.393711 0.214875
7 0.654151 0.153518
8 0.325408 0.185259
9 0.334221 0.212475
10 0.352715 0.206545
11 -0.134584 0.178726
12 0.208187 0.208823
13 0.26553 0.126916
14 0.0617756 0.150798
15 0.31792 0.245218
16 0.262315 0.165823
17 0.103896 0.197475
18 0.361487 0.182274
19 0.283278 0.157788
20 0.194033 0.245742
21 0.517769 0.166364
22 0.475758 0.148847
23 0.289342 0.16431
24 0.123503 0.147489
25 0.191159 0.138306
26 0.403905 0.172162
27 0.369277 0.157892
28 0.445315 0.165805
29 0.266267 0.19108
30 0.197994 0.145086
31 0.384963 0.151077
32 0.436008 0.0982576
33 0.517471 0.140242
34 -0.0154705 0.186791
35 0.098281 0.20673
36 0.347316 0.136709
37 0.143938 0.123692
38 0.368223 0.0935785
39 0.0644338 0.148179
40 0.367078 0.139264
41 0.482473 0.112024
42 0.331648 0.160884
43 0.488799 0.136104
44 0.342705 0.166346
45 0.439526 0.112643
46 0.408445 0.176362
47 0.228035 0.156746
48 0.549041 0.115694
49 0.462046 0.139244
50 0.27786 0.173904
51 -0.0647244 0.137497
52 0.136875 0.135213
53 0.349472 0.149983
54 0.303796 0.155081
55 0.134956 0.123323
56 0.39335 0.117894
57 0.305015 0.098131
58 0.532993 0.133103
59 0.284254 0.133849
60 0.453055 0.149663
61 0.266102 0.15083
62 0.495722 0.134973
63 0.313566 0.138046
64 0.39785 0.131831
65 0.328451 0.115966
66 0.0676333 0.163675
67 0.322473 0.148441
68 0.337301 0.114914
69 0.340876 0.133615
70 0.317959 0.113867
71 0.319779 0.100109
72 0.201721 0.140291
73 0.367661 0.13727
74 0.177629 0.154461
75 0.129565 0.115505
76 0.23206 0.132959
77 0.16553 0.134194
78 0.246547 0.127027
79 0.189562 0.11271
80 0.396735 0.115531
81 0.31487 0.0929866
82 0.370794 0.0851355
83 0.164115 0.132056
84 0.444816 0.0993554
85 0.23596 0.147008
86 0.354602 0.132596
87 0.235919 0.117039
88 0.486917 0.11226
89 0.411555 0.130238
90 0.314456 0.129079
91 0.101537 0.109733
92 0.210672 0.132295
93 0.401949 0.142009
94 0.58945 0.116278
95 0.00482617 0.116527
96 0.31491 0.128438
97 0.394884 0.0909527
98 0.365841 0.104125
99 0.390978 0.0938257
100 0.387647 0.1143
101 0.462672 0.121325
102 0.111313 0.0982531
103 0.470184 0.127958
104 0.487625 0.12944
105 0.357807 0.113435
106 0.139549 0.119096
107 0.253267 0.142323
108 0.577179 0.13526
109 0.358189 0.118453
110 0.46257 0.104644
111 0.150353 0.146071
112 0.379575 0.143601
113 0.218538 0.140223
114 0.406045 0.118141
115 0.375569 0.119602
116 0.249698 0.131064
117 0.49775 0.149352
118 0.338537 0.122785
119 0.345011 0.112061
120 0.558994 0.10675
121 0.169383 0.138257
122 0.373735 0.125882
123 0.443966 0.112638
124 0.399731 0.12075
125 0.0862592 0.118867
126 0.587138 0.117762
127 0.231747 0.117691
128 0.190724 0.111392
129 0.422449 0.112997
130 0.359524 0.121117
131 -0.0093849 0.126159
132 0.290229 0.114456
133 0.279976 0.10645
134 0.420477 0.111421
135 0.408221 0.136456
136 0.482907 0.0854088
137 0.309849 0.107319
138 0.387 0.112527
139 0.181653 0.100797
140 0.2231 0.0885233
141 0.320761 0.110372
142 0.419859 0.101003
143 0.200187 0.125384
144 0.433257 0.123164
145 0.330859 0.114276
146 0.159749 0.105916
147 0.370134 0.163185
148 0.343374 0.109436
149 0.304682 0.117308
150 0.346825 0.114562
151 0.297901 0.103104
152 0.228947 0.0930028
153 0.4236 0.122511
154 0.418111 0.0928114
155 0.380391 0.0946906
156 0.262589 0.14233
157 0.210788 0.0778149
158 0.260099 0.174322
159 0.339912 0.126854
160 0.16981 0.108135
161 0.289778 0.127219
162 0.32887 0.0929117
163 0.305848 0.117524
164 0.159464 0.105133
165 0.348337 0.099923
166 0.395761 0.156133
167 -0.0063809 0.116177
168 0.448966 0.094742
169 0.0948864 0.103541
170 0.263407 0.129012
171 0.287816 0.0943463
172 0.308814 0.106232
173 0.374617 0.130294
174 0.306233 0.0905676
175 0.393595 0.0960347
176 0.22692 0.136638
177 0.328641 0.100423
178 0.350324 0.122385
179 0.242451 0.0911437
180 0.54125 0.109413
181 0.235511 0.112922
182 0.566993 0.114813
183 0.505696 0.131298
184 0.380013 0.119426
185 0.402577 0.13976
186 0.362429 0.125145
187 0.113392 0.117157
188 0.434533 0.120067
189 0.157124 0.0978453
190 0.305591 0.14411
191 0.31799 0.128781
192 0.388761 0.127796
193 0.294944 0.148018
194 0.417521 0.103392
195 0.238257 0.121159
196 0.344521 0.144568
197 0.385689 0.133202
198 0.384451 0.117765
199 0.266117 0.0993844
200 0.103814 0.090593
201 0.322834 0.118779
202 0.252587 0.0999125
203 0.65974 0.129347
204 0.306199 0.103026
205 0.350866 0.116486
206 0.266716 0.0914813
207 0.327827 0.111505
208 0.277427 0.125772
209 0.56167 0.111468
210 0.298518 0.123554
211 0.347988 0.134068
212 0.24294 0.116827
213 0.247686 0.118823
214 0.413865 0.0757637
215 0.240138 0.139113
216 0.299492 0.140594
217 0.545563 0.133718
218 0.221269 0.142896
219 0.199081 0.114784
220 -0.00264762 0.128213
221 0.353826 0.182353
222 0.297078 0.10839
223 0.380539 0.10621
224 0.185933 0.146806
225 0.214798 0.112017
226 0.190188 0.147469
227 0.473139 0.116994
228 0.48801 0.145521
229 0.150668 0.135495
230 0.337356 0.0871505
231 0.205689 0.096668
232 0.283184 0.122215
233 0.416933 0.133782
234 0.34798 0.132907
235 0.422476 0.133968
236 0.257666 0.109213
237 0.455632 0.133728
238 0.440826 0.144229
239 0.51167 0.13333
240 0.286 0.132162
241 0.206771 0.140511
242 0.320001 0.156615
243 0.121349 0.0958592
244 0.387604 0.123891
245 0.271377 0.081901
246 0.304508 0.131373
247 0.274437 0.138002
248 0.440829 0.129177
249 0.305307 0.141995
250 0.241921 0.130207
251 0.27344 0.150853
252 0.311329 0.0879036
253 0.501352 0.165819
254 0.246503 0.144923
255 0.277792 0.121884
256 0.510366 0.146281
257 0.295472 0.134081
258 0.369298 0.145583
259 0.288239 0.151579
260 0.275794 0.135749
261 0.352047 0.126762
262 0.469462 0.190216
263 0.261566 0.170478
264 0.478399 0.162754
265 0.57015 0.170046
266 0.258767 0.157299
267 0.589149 0.120075
268 0.107407 0.16204
269 0.302715 0.116463
270 0.43624 0.157169
271 0.383127 0.158609
272 0.464608 0.201935
273 0.31618 0.128425
274 0.416883 0.125127
275 0.537839 0.148098
276 0.562243 0.164331
277 0.61493 0.160599
278 -0.125145 0.114912
279 0.365638 0.153766
280 0.466976 0.138929
281 0.446365 0.171452
282 0.22126 0.112022
283 0.256201 0.132117
284 0.295558 0.127583
285 0.221373 0.175814
286 0.494315 0.176988
287 0.341406 0.15772
288 0.647324 0.213294
289 0.422561 0.235175
290 0.241866 0.181967
291 0.395633 0.175717
292 0.504568 0.197183
293 0.407182 0.18803
294 0.00935038 0.179896
295 0.219692 0.209479
296 0.331139 0.203928
297 0.289053 0.122413
298 0.591159 0.277496
299 0.313306 0.0050955
